gene_id_Zm	OG	module_num	module_color	hub_score_kME	description (maizeGDB's maizemine)
Zm00001eb215120	OG0012197	1	turquoise	0.71943706	Auxin-responsive protein IAA13
Zm00001eb099620	OG0011631	1	turquoise	0.71803686	DNA-3-methyladenine glycosylase
Zm00001eb312970	OG0011631	1	turquoise	0.71803686	DNA glycosylase superfamily protein
Zm00001eb002790	OG0012401	1	turquoise	0.71697794	NA
Zm00001eb402630	OG0012401	1	turquoise	0.71697794	Glutathione transferase
Zm00001eb125980	OG0014993	1	turquoise	0.7141741	alpha-1
Zm00001eb290750	OG0022966	1	turquoise	0.71381229	Putative inactive receptor kinase
Zm00001eb309110	OG0013263	1	turquoise	0.71365204	Fasciclin-like arabinogalactan protein 2
Zm00001eb118270	OG0009156	1	turquoise	0.71295862	Dirigent protein (Fragment)
Zm00001eb091400	OG0004343	1	turquoise	0.71148832	Dirigent protein (Fragment)
Zm00001eb201130	OG0004343	1	turquoise	0.71148832	Dirigent protein (Fragment)
Zm00001eb391450	OG0010463	1	turquoise	0.71128787	Beta expansin 3
Zm00001eb103150	OG0004668	1	turquoise	0.71106234	BAG family molecular chaperone regulator 1
Zm00001eb256820	OG0004668	1	turquoise	0.71106234	BAG family molecular chaperone regulator 1
Zm00001eb318990	OG0004668	1	turquoise	0.71106234	BCL-2-associated athanogene
Zm00001eb374660	OG0004668	1	turquoise	0.71106234	BAG family molecular chaperone regulator 1
Zm00001eb289630	OG0015952	1	turquoise	0.71105219	Laccase
Zm00001eb365750	OG0013119	1	turquoise	0.7105009	Orphans transcription factor (Fragment)
Zm00001eb225480	OG0018749	1	turquoise	0.71034543	Armadillo/beta-catenin repeat protein-like
Zm00001eb343220	OG0019079	1	turquoise	0.70999099	Cytochrome b561 and DOMON domain-containing protein
Zm00001eb178780	OG0004722	1	turquoise	0.70993843	protein SODIUM POTASSIUM ROOT DEFECTIVE 3
Zm00001eb022480	OG0019089	1	turquoise	0.7091493	Glutathione S-transferase F11
Zm00001eb022540	OG0019089	1	turquoise	0.7091493	Glutathione transferase
Zm00001eb022570	OG0019089	1	turquoise	0.7091493	Glutathione transferase
Zm00001eb217860	OG0013865	1	turquoise	0.70757954	FLZ-type domain-containing protein
Zm00001eb356130	OG0013451	1	turquoise	0.70555941	RAB GTPase 11C
Zm00001eb271120	OG0009732	1	turquoise	0.70551912	GDSL esterase/lipase
Zm00001eb376570	OG0009732	1	turquoise	0.70551912	GDSL esterase/lipase
Zm00001eb150450	OG0005178	1	turquoise	0.70533119	Cyclin N-terminal domain-containing protein
Zm00001eb369340	OG0005178	1	turquoise	0.70533119	Cyclin N-terminal domain-containing protein
Zm00001eb118590	OG0001514	1	turquoise	0.70418524	Rho-GAP domain-containing protein
Zm00001eb406860	OG0001514	1	turquoise	0.70418524	Rho GTPase-activating protein gacA
Zm00001eb194480	OG0008007	1	turquoise	0.70327693	TCP domain-containing protein
Zm00001eb254600	OG0008007	1	turquoise	0.70327693	TCP domain-containing protein
Zm00001eb227380	OG0021122	1	turquoise	0.70248393	alpha-1
Zm00001eb195100	OG0004789	1	turquoise	0.70231561	Laccase
Zm00001eb078560	OG0004488	1	turquoise	0.70115593	Transmembrane protein
Zm00001eb425710	OG0004488	1	turquoise	0.70115593	Adenosylhomocysteinase
Zm00001eb153340	OG0010028	1	turquoise	0.70082897	Cellulose synthase
Zm00001eb355140	OG0016749	1	turquoise	0.70063452	Glycosyltransferases
Zm00001eb152750	OG0005183	1	turquoise	0.70063264	Choice-of-anchor C domain protein
Zm00001eb370700	OG0005183	1	turquoise	0.70063264	Putative Galactose-binding domain-containing protein
Zm00001eb389890	OG0017862	1	turquoise	0.70020829	NA
Zm00001eb044090	OG0021806	1	turquoise	0.69965286	Myosin heavy chain-related protein
Zm00001eb220750	OG0021806	1	turquoise	0.69965286	Myosin heavy chain-related protein
Zm00001eb138480	OG0013531	1	turquoise	0.69958391	NA
Zm00001eb270270	OG0005503	1	turquoise	0.69859562	Homeobox-leucine zipper protein HAT1
Zm00001eb377500	OG0005503	1	turquoise	0.69859562	Homeobox-leucine zipper protein HOX28
Zm00001eb014160	OG0014421	1	turquoise	0.69857846	Kinesin-like protein KIN-14I isoform A
Zm00001eb396450	OG0014421	1	turquoise	0.69857846	Kinesin-like protein KIN-14I isoform A
Zm00001eb277070	OG0008555	1	turquoise	0.69819491	Microtubule-associated protein futsch-like protein
Zm00001eb386190	OG0008555	1	turquoise	0.69819491	Microtubule-associated protein futsch-like protein
Zm00001eb292960	OG0015972	1	turquoise	0.69736168	ras-related protein YPT3
Zm00001eb298200	OG0013626	1	turquoise	0.69661978	Peroxidase
Zm00001eb075250	OG0011009	1	turquoise	0.69417301	Myb-like domain-containing protein
Zm00001eb021800	OG0014382	1	turquoise	0.69287798	Transcription repressor
Zm00001eb378010	OG0014382	1	turquoise	0.69287798	Transcription repressor
Zm00001eb393580	OG0014382	1	turquoise	0.69287798	Transcription repressor
Zm00001eb373120	OG0003221	1	turquoise	0.69232532	2-hydroxyisoflavanone dehydratase
Zm00001eb255140	OG0015248	1	turquoise	0.69049875	Putative beta-D-xylosidase 7
Zm00001eb008830	OG0014451	1	turquoise	0.69016681	CRAL-TRIO domain-containing protein
Zm00001eb400000	OG0014451	1	turquoise	0.69016681	Random slug protein 5
Zm00001eb047820	OG0005737	1	turquoise	0.68927634	Protein IQ-DOMAIN 14 isoform A
Zm00001eb010070	OG0016239	1	turquoise	0.68590426	NA
Zm00001eb096680	OG0014944	1	turquoise	0.68570427	Plasma membrane intrinsic protein 1
Zm00001eb306380	OG0014944	1	turquoise	0.68570427	Aquaporin
Zm00001eb046440	OG0015083	1	turquoise	0.68540786	Cellulose synthase
Zm00001eb048440	OG0008994	1	turquoise	0.68406667	Homeobox-leucine zipper protein HOX21
Zm00001eb223300	OG0008994	1	turquoise	0.68406667	Homeobox-leucine zipper protein HOX21
Zm00001eb286920	OG0009527	1	turquoise	0.68362226	Annexin-like protein RJ4
Zm00001eb309310	OG0013259	1	turquoise	0.68226869	E3 ubiquitin-protein ligase WAV3
Zm00001eb394770	OG0019124	1	turquoise	0.68217203	NPH3 domain-containing protein
Zm00001eb029850	OG0003125	1	turquoise	0.6818856	Serine/threonine-protein kinase-like protein CCR4
Zm00001eb090890	OG0003125	1	turquoise	0.6818856	Serine/threonine-protein kinase-like protein CCR4
Zm00001eb169230	OG0003125	1	turquoise	0.6818856	Serine/threonine-protein kinase-like protein CCR4
Zm00001eb415550	OG0003125	1	turquoise	0.6818856	NA
Zm00001eb024900	OG0010454	1	turquoise	0.68183043	NA
Zm00001eb224910	OG0010454	1	turquoise	0.68183043	WEB family protein
Zm00001eb254080	OG0019786	1	turquoise	0.68169453	Microtubule-associated protein TORTIFOLIA1
Zm00001eb288150	OG0011103	1	turquoise	0.68125457	Beta-hexosaminidase
Zm00001eb433690	OG0009541	1	turquoise	0.6811711	NA
Zm00001eb066620	OG0012512	1	turquoise	0.68020435	Terminal uridylyltransferase 7
Zm00001eb433470	OG0012512	1	turquoise	0.68020435	Terminal uridylyltransferase 7
Zm00001eb007070	OG0019180	1	turquoise	0.68004927	NA
Zm00001eb400480	OG0019180	1	turquoise	0.68004927	Pentatricopeptide repeat-containing family protein
Zm00001eb252990	OG0011979	1	turquoise	0.67918735	Peptidase A1 domain-containing protein
Zm00001eb253030	OG0011979	1	turquoise	0.67918735	Peptidase A1 domain-containing protein
Zm00001eb137580	OG0002408	1	turquoise	0.67854468	RALF
Zm00001eb410350	OG0002408	1	turquoise	0.67854468	RALF
Zm00001eb017810	OG0016236	1	turquoise	0.67848001	Stomatal closure-related actin-binding protein 1
Zm00001eb394270	OG0016236	1	turquoise	0.67848001	Stomatal closure-related actin-binding protein 1
Zm00001eb156780	OG0004586	1	turquoise	0.67694576	Aspartic proteinase nepenthesin-2
Zm00001eb360360	OG0004586	1	turquoise	0.67694576	Aspartic proteinase nepenthesin-2
Zm00001eb074660	OG0001851	1	turquoise	0.67598714	Tonoplast intrinsic protein 1
Zm00001eb186570	OG0001851	1	turquoise	0.67598714	Aquaporin TIP2-3
Zm00001eb429750	OG0001851	1	turquoise	0.67598714	Tonoplast intrinsic protein 1
Zm00001eb099710	OG0006212	1	turquoise	0.67574395	Cellulose synthase
Zm00001eb313250	OG0006212	1	turquoise	0.67574395	Cellulose synthase
Zm00001eb100860	OG0001231	1	turquoise	0.67559791	NA
Zm00001eb193720	OG0001231	1	turquoise	0.67559791	NA
Zm00001eb255760	OG0001231	1	turquoise	0.67559791	NA
Zm00001eb314970	OG0001231	1	turquoise	0.67559791	NA
Zm00001eb152810	OG0006183	1	turquoise	0.67444368	Basic leucine zipper 61
Zm00001eb370720	OG0006183	1	turquoise	0.67444368	Basic leucine zipper 61
Zm00001eb013810	OG0017676	1	turquoise	0.6740916	Laccase
Zm00001eb269130	OG0011254	1	turquoise	0.67360054	Histone deacetylase HDT2-like
Zm00001eb186300	OG0011958	1	turquoise	0.6735261	blue copper protein-like
Zm00001eb249210	OG0011958	1	turquoise	0.6735261	blue copper protein-like
Zm00001eb003730	OG0021162	1	turquoise	0.67322732	Tonoplast intrinsic protein 1
Zm00001eb073370	OG0008265	1	turquoise	0.67272993	Putative inactive leucine-rich repeat receptor kinase XIAO
Zm00001eb374590	OG0008265	1	turquoise	0.67272993	NA
Zm00001eb428530	OG0008265	1	turquoise	0.67272993	Putative inactive leucine-rich repeat receptor kinase XIAO
Zm00001eb002780	OG0008281	1	turquoise	0.67221058	Glutathione transferase11
Zm00001eb434170	OG0020190	1	turquoise	0.67197188	VAMP protein SEC22
Zm00001eb039040	OG0012445	1	turquoise	0.6719343	NA
Zm00001eb175860	OG0012445	1	turquoise	0.6719343	NA
Zm00001eb234860	OG0010754	1	turquoise	0.67099871	NA
Zm00001eb057250	OG0007203	1	turquoise	0.67097034	Exhydrolase II
Zm00001eb214870	OG0007203	1	turquoise	0.67097034	Putative lysosomal beta glucosidase-like
Zm00001eb163830	OG0006700	1	turquoise	0.67059652	NA
Zm00001eb154600	OG0007709	1	turquoise	0.66951661	HMA domain-containing protein
Zm00001eb361600	OG0007709	1	turquoise	0.66951661	Sodium potassium root defective
Zm00001eb285880	OG0010954	1	turquoise	0.66931466	Flagellar biosynthesis protein flhA (Fragment)
Zm00001eb190430	OG0001855	1	turquoise	0.668394	Endoglucanase
Zm00001eb253980	OG0001855	1	turquoise	0.668394	Endoglucanase
Zm00001eb371630	OG0001855	1	turquoise	0.668394	Endoglucanase
Zm00001eb167670	OG0007415	1	turquoise	0.6683335	TPX2 domain-containing protein
Zm00001eb204360	OG0015580	1	turquoise	0.66802612	GDSL esterase/lipase
Zm00001eb238330	OG0015580	1	turquoise	0.66802612	GDSL esterase/lipase
Zm00001eb129490	OG0018228	1	turquoise	0.66743594	Transcription factor MYB86
Zm00001eb229460	OG0008176	1	turquoise	0.66678878	Soluble acid invertase
Zm00001eb057870	OG0013839	1	turquoise	0.6653996	Phytocyanin domain-containing protein
Zm00001eb315990	OG0012062	1	turquoise	0.66529417	FAS1 domain-containing protein
Zm00001eb027970	OG0019790	1	turquoise	0.66467724	Strubbelig-receptor family 6
Zm00001eb282320	OG0011860	1	turquoise	0.66434939	Fasciclin-like arabinogalactan protein 2
Zm00001eb404050	OG0017312	1	turquoise	0.66401372	Salt tolerance receptor-like cytoplasmic kinase 1
Zm00001eb068390	OG0015807	1	turquoise	0.66355568	Glycosyltransferases
Zm00001eb432200	OG0015807	1	turquoise	0.66355568	Glycosyltransferases
Zm00001eb069600	OG0012535	1	turquoise	0.66313601	Kinesin-1
Zm00001eb093180	OG0011446	1	turquoise	0.66306809	NA
Zm00001eb138390	OG0011446	1	turquoise	0.66306809	Glucuronoxylan 4-O-methyltransferase 2
Zm00001eb411100	OG0011446	1	turquoise	0.66306809	glucuronoxylan 4-O-methyltransferase 3-like
Zm00001eb033650	OG0017321	1	turquoise	0.66222161	DNA-3-methyladenine glycosylase-like isoform X1
Zm00001eb149460	OG0001896	1	turquoise	0.66103601	Expansin
Zm00001eb279190	OG0019232	1	turquoise	0.66066148	Tuliposide A-converting enzyme 1
Zm00001eb089460	OG0021049	1	turquoise	0.66007507	Maternal effect embryo arrest 60
Zm00001eb287150	OG0008338	1	turquoise	0.65819034	Receptor-like region
Zm00001eb350790	OG0008338	1	turquoise	0.65819034	Receptor-like region
Zm00001eb216590	OG0008939	1	turquoise	0.65789913	Phospholipase A2-alpha
Zm00001eb225470	OG0014001	1	turquoise	0.65705742	NA
Zm00001eb273600	OG0014001	1	turquoise	0.65705742	NA
Zm00001eb067620	OG0006552	1	turquoise	0.65700685	NA
Zm00001eb432570	OG0006552	1	turquoise	0.65700685	NA
Zm00001eb008630	OG0004747	1	turquoise	0.65647728	Replication protein A subunit
Zm00001eb400180	OG0004747	1	turquoise	0.65647728	Replication protein A subunit
Zm00001eb005440	OG0007463	1	turquoise	0.65624403	Homeobox-leucine zipper protein ATHB-13
Zm00001eb402220	OG0007463	1	turquoise	0.65624403	Homeobox-leucine zipper protein ATHB-13
Zm00001eb295170	OG0015992	1	turquoise	0.65613392	Serine/threonine protein phosphatase 2A regulatory subunit
Zm00001eb343160	OG0015992	1	turquoise	0.65613392	Serine/threonine protein phosphatase 2A regulatory subunit
Zm00001eb056410	OG0010684	1	turquoise	0.65611906	syntaxin-related protein KNOLLE-like
Zm00001eb215350	OG0010684	1	turquoise	0.65611906	syntaxin-related protein KNOLLE-like
Zm00001eb343680	OG0019081	1	turquoise	0.65599697	FAS1 domain-containing protein
Zm00001eb300880	OG0013646	1	turquoise	0.65574492	Putative inactive leucine-rich repeat receptor-like protein kinase
Zm00001eb123670	OG0002184	1	turquoise	0.65529523	Carboxypeptidase
Zm00001eb336090	OG0002184	1	turquoise	0.65529523	Carboxypeptidase
Zm00001eb026860	OG0023283	1	turquoise	0.65514247	Dirigent protein (Fragment)
Zm00001eb024460	OG0007104	1	turquoise	0.65493621	mitochondrial carnitine/acylcarnitine carrier-like protein
Zm00001eb110060	OG0007171	1	turquoise	0.65492509	NA
Zm00001eb328510	OG0007171	1	turquoise	0.65492509	NA
Zm00001eb194640	OG0001677	1	turquoise	0.65480826	Auxin efflux carrier component
Zm00001eb254390	OG0001677	1	turquoise	0.65480826	Auxin efflux carrier component
Zm00001eb372180	OG0001677	1	turquoise	0.65480826	Auxin efflux carrier component
Zm00001eb330630	OG0015417	1	turquoise	0.65355056	OVATE domain-containing protein
Zm00001eb410730	OG0004030	1	turquoise	0.65344991	NA
Zm00001eb047430	OG0016730	1	turquoise	0.65248687	RING-type domain-containing protein
Zm00001eb222700	OG0016730	1	turquoise	0.65248687	RING finger protein 165
Zm00001eb279480	OG0002045	1	turquoise	0.65129101	NA
Zm00001eb372570	OG0002045	1	turquoise	0.65129101	protein CELLULOSE SYNTHASE INTERACTIVE 1
Zm00001eb166450	OG0006470	1	turquoise	0.64886104	Nitrilase-associated protein
Zm00001eb209790	OG0006662	1	turquoise	0.6488454	Protein kinase domain-containing protein
Zm00001eb229530	OG0006662	1	turquoise	0.6488454	Protein kinase domain-containing protein
Zm00001eb255200	OG0015249	1	turquoise	0.6471415	Proteoglycan 4 C-terminal part like
Zm00001eb227760	OG0009897	1	turquoise	0.64675745	NA
Zm00001eb393070	OG0022298	1	turquoise	0.64495562	COBRA-like protein 6
Zm00001eb292280	OG0021486	1	turquoise	0.64402008	NA
Zm00001eb149650	OG0013152	1	turquoise	0.64350354	Putative inactive receptor kinase
Zm00001eb368950	OG0013152	1	turquoise	0.64350354	Putative inactive receptor kinase
Zm00001eb013440	OG0017679	1	turquoise	0.64329109	NA
Zm00001eb140660	OG0004348	1	turquoise	0.64250694	NAD(P)H dehydrogenase (quinone)
Zm00001eb394340	OG0004348	1	turquoise	0.64250694	NAD(P)H dehydrogenase (quinone)
Zm00001eb043650	OG0016718	1	turquoise	0.6425039	Aquaporin NIP
Zm00001eb028680	OG0014552	1	turquoise	0.64171935	NA
Zm00001eb136840	OG0014552	1	turquoise	0.64171935	Boron transporter
Zm00001eb324700	OG0005844	1	turquoise	0.64088383	Floral organ regulator 1 (Fragment)
Zm00001eb002800	OG0021167	1	turquoise	0.64087259	NA
Zm00001eb402640	OG0021167	1	turquoise	0.64087259	Glutathione transferase
Zm00001eb055410	OG0019949	1	turquoise	0.64067186	65-kDa microtubule-associated protein 6
Zm00001eb241630	OG0006071	1	turquoise	0.64059531	NA
Zm00001eb097880	OG0016557	1	turquoise	0.64036559	TPX2 domain-containing protein
Zm00001eb058150	OG0015474	1	turquoise	0.64016875	Subtilisin-like protease
Zm00001eb008250	OG0014462	1	turquoise	0.63972701	Cytochrome b561 and DOMON domain-containing protein
Zm00001eb096620	OG0002478	1	turquoise	0.63866555	Aquaporin
Zm00001eb306400	OG0002478	1	turquoise	0.63866555	Aquaporin
Zm00001eb089560	OG0006707	1	turquoise	0.63803383	NA
Zm00001eb418860	OG0006707	1	turquoise	0.63803383	NA
Zm00001eb152670	OG0005182	1	turquoise	0.63763209	Interactor of constitutive active ROPs 1
Zm00001eb370640	OG0005182	1	turquoise	0.63763209	Interactor of constitutive active ROPs 1
Zm00001eb174500	OG0014092	1	turquoise	0.63536616	Protein kinase domain-containing protein
Zm00001eb260710	OG0013523	1	turquoise	0.63481565	PfkB domain-containing protein
Zm00001eb286960	OG0016171	1	turquoise	0.63433011	Thaumatin-like protein 1a
Zm00001eb162700	OG0010827	1	turquoise	0.63328082	DNA helicase
Zm00001eb342080	OG0010827	1	turquoise	0.63328082	DNA helicase
Zm00001eb119450	OG0008931	1	turquoise	0.63171182	Reticulon-like protein (Fragment)
Zm00001eb339070	OG0008931	1	turquoise	0.63171182	Reticulon-like protein (Fragment)
Zm00001eb349640	OG0010963	1	turquoise	0.63144617	LRR receptor-like serine/threonine-protein kinase ERECTA
Zm00001eb125880	OG0006944	1	turquoise	0.63116567	Protein O-linked-mannose beta-1
Zm00001eb238190	OG0006944	1	turquoise	0.63116567	NA
Zm00001eb334770	OG0006944	1	turquoise	0.63116567	alpha-1
Zm00001eb426600	OG0006944	1	turquoise	0.63116567	NA
Zm00001eb073660	OG0007293	1	turquoise	0.63081652	Orphans transcription factor (Fragment)
Zm00001eb428680	OG0007293	1	turquoise	0.63081652	Orphans transcription factor (Fragment)
Zm00001eb054230	OG0002186	1	turquoise	0.63026736	Beta-glucosidase 7
Zm00001eb054240	OG0002186	1	turquoise	0.63026736	Beta-glucosidase 8
Zm00001eb103750	OG0010518	1	turquoise	0.62997205	Tetratricopeptide repeat
Zm00001eb332020	OG0010518	1	turquoise	0.62997205	Tetratricopeptide repeat-like superfamily protein isoform 1
Zm00001eb038710	OG0017346	1	turquoise	0.62889184	p-glycoprotein 1
Zm00001eb050140	OG0021798	1	turquoise	0.62873088	Subtilisin-like protease
Zm00001eb125220	OG0013335	1	turquoise	0.62858162	NA
Zm00001eb325090	OG0010562	1	turquoise	0.62839061	NA
Zm00001eb114140	OG0004396	1	turquoise	0.62828931	cell division cycle-associated protein 7-like
Zm00001eb200060	OG0004396	1	turquoise	0.62828931	Cell division cycle-associated 7-like protein
Zm00001eb359300	OG0006856	1	turquoise	0.62514864	Zinc finger CCCH domain-containing protein 9
Zm00001eb073920	OG0004999	1	turquoise	0.62507064	Cyclin N-terminal domain-containing protein
Zm00001eb429190	OG0004999	1	turquoise	0.62507064	Cyclin N-terminal domain-containing protein
Zm00001eb083140	OG0009590	1	turquoise	0.62486328	Peroxidase
Zm00001eb422410	OG0009590	1	turquoise	0.62486328	Peroxidase
Zm00001eb112280	OG0014754	1	turquoise	0.62465515	Plant-specific domain TIGR01627 family protein
Zm00001eb037210	OG0017336	1	turquoise	0.62420415	Protein kinase domain-containing protein
Zm00001eb275550	OG0008547	1	turquoise	0.62409638	Putative STRUBBELIG family receptor protein kinase
Zm00001eb387520	OG0008547	1	turquoise	0.62409638	Protein STRUBBELIG-RECEPTOR FAMILY 8
Zm00001eb098860	OG0010113	1	turquoise	0.62405557	probable serine/threonine-protein kinase PBL28
Zm00001eb021710	OG0023632	1	turquoise	0.62360752	Glutathione S-transferase GST 38
Zm00001eb259380	OG0013012	1	turquoise	0.62176441	Replication protein A 32 kDa subunit A
Zm00001eb043960	OG0002603	1	turquoise	0.621209	Monocopper oxidase-like protein SKU5
Zm00001eb379440	OG0002603	1	turquoise	0.621209	Monocopper oxidase-like protein SKU5
Zm00001eb204530	OG0021101	1	turquoise	0.62026872	NA
Zm00001eb032500	OG0009914	1	turquoise	0.62000794	dihydroceramide fatty acyl 2-hydroxylase FAH1
Zm00001eb414360	OG0009026	1	turquoise	0.61975518	Xyloglucan endotransglucosylase/hydrolase
Zm00001eb298280	OG0003678	1	turquoise	0.61973365	Kinesin-like protein KIN-14N
Zm00001eb411730	OG0013536	1	turquoise	0.61965345	Putative inactive leucine-rich repeat receptor-like protein kinase
Zm00001eb242750	OG0011357	1	turquoise	0.61894452	Germin-like protein subfamily 3 member 2
Zm00001eb198700	OG0016806	1	turquoise	0.61792046	High mobility group B protein 7
Zm00001eb027760	OG0015253	1	turquoise	0.61774588	Pollen-specific protein C13
Zm00001eb252190	OG0011974	1	turquoise	0.61772189	AB hydrolase-1 domain-containing protein
Zm00001eb183910	OG0010376	1	turquoise	0.61684115	BCL-2 binding anthanogene-1
Zm00001eb246230	OG0010376	1	turquoise	0.61684115	BCL-2 binding anthanogene-1
